state_id,file,owner,population_k,category,species,minority,cultures,politics,groups,warnings
1547,1547-STATE_1547.txt,ACR,828.485,large_town,24,,83,0:0.252045;2:0.747955,2,species missing; inherited owner modal species 24 | culture missing; inherited owner modal culture 83
1548,1548-STATE_1548.txt,ACR,1057.523,large_town,24,,83,0:0.063548;1:0.936452,2,species missing; inherited owner modal species 24 | culture missing; inherited owner modal culture 83
1549,1549-STATE_1549.txt,FOD,409.665,rural,7,1,81,4:0.149532;7:0.159226;8:0.691242,6,
1550,1550-STATE_1550.txt,FOD,442.214,rural,7,1,81,3:0.320885;7:0.679115,4,
1551,1551-STATE_1551.txt,ACR,1073.318,large_town,24,,83,0:0.490174;1:0.509826,2,species missing; inherited owner modal species 24 | culture missing; inherited owner modal culture 83
1552,1552-STATE_1552.txt,CLE,722.014,town,1,,3,5:0.355093;6:0.510660;8:0.134247,3,
1553,1553-STATE_1553.txt,OST,520.467,town,1,,25,6:0.392365;7:0.607635,2,
1554,1554-STATE_1554.txt,CAT,1138.848,pastoral,1,,44,3:0.155268;4:0.844732,2,
1555,1555-Helo-Ouinie.txt,LMB,1067.219,large_town,3,1,6,6:1.000000,2,
1556,1556-Baritagne.txt,RQA,17.103,town,1,3,20;6,4:1.000000,4,
1557,1557-Tigasus.txt,MCF,249.23,rural,13,,11,1:1.000000,1,
1558,1558-Los_Kibbles.txt,OST,2392.5,city,1,,25,3:0.080855;7:0.919145,2,
1559,1559-Burnoutte.txt,KEP,197.777,rural,3,,58,4:0.269368;7:0.730632,2,
1560,1560-Northern_Pyrrhus.txt,MCF,996.924,town,13,,11,0:1.000000,1,
1561,1561-Pegavid.txt,MCF,249.23,rural,13,,11,3:0.842284;4:0.157716,2,
1562,1562-Ostpir.txt,SLR,310.057,town,3,,57,0:0.737137;1:0.262863,2,
1563,1563-Oyo_Nenyata.txt,NEK,817.676,town,14,,49,0:0.933718;1:0.064980;2:0.001302,3,culture missing; inherited owner modal culture 49
1564,1564-North_Solkatzia.txt,KUS,2192.0,large_town,12,1,48,2:0.274142;4:0.397297;8:0.328561,6,culture missing; inherited owner modal culture 48
