[23:03:50][no_game_date][dlc.cpp:222]: Invalid supported_version in  file: mod/ugc_3368690477.mod line: 7
[23:03:56][no_game_date][common/doctrines/subdoctrines/sea/navy_submarine_doctrines.txt:203]: Value does not belong to designated Script EnumType: ship_hull_midget_submarine not in script_enum_equipment_bonus_type
[23:03:56][no_game_date][common/doctrines/subdoctrines/sea/navy_submarine_doctrines.txt:217]: Value does not belong to designated Script EnumType: ship_hull_midget_submarine not in script_enum_equipment_bonus_type
[23:03:56][no_game_date][common/doctrines/subdoctrines/sea/navy_submarine_doctrines.txt:233]: Value does not belong to designated Script EnumType: ship_hull_midget_submarine not in script_enum_equipment_bonus_type
[23:03:56][no_game_date][scopedvariable.cpp:582]: sp:sp_naval_cruiser_submarine does not match any Special Project in database
[23:03:56][no_game_date][scopedvariable.cpp:582]: sp:sp_naval_submarine_carrier does not match any Special Project in database
[23:03:56][no_game_date][common/doctrines/subdoctrines/sea/navy_submarine_doctrines.txt:326]: Value does not belong to designated Script EnumType: ship_hull_fleet_submarine not in script_enum_equipment_bonus_type
[23:03:56][no_game_date][common/doctrines/subdoctrines/sea/navy_submarine_doctrines.txt:330]: Value does not belong to designated Script EnumType: ship_hull_cruiser_submarine not in script_enum_equipment_bonus_type
[23:03:56][no_game_date][common/doctrines/subdoctrines/sea/navy_submarine_doctrines.txt:341]: Value does not belong to designated Script EnumType: ship_hull_fleet_submarine not in script_enum_equipment_bonus_type
[23:03:56][no_game_date][common/doctrines/subdoctrines/sea/navy_submarine_doctrines.txt:345]: Value does not belong to designated Script EnumType: ship_hull_cruiser_submarine not in script_enum_equipment_bonus_type
[23:03:56][no_game_date][common/doctrines/subdoctrines/sea/navy_submarine_doctrines.txt:349]: Value does not belong to designated Script EnumType: ship_hull_carrier_submarine not in script_enum_equipment_bonus_type
[23:03:56][no_game_date][common/doctrines/subdoctrines/sea/navy_submarine_doctrines.txt:358]: Value does not belong to designated Script EnumType: ship_hull_fleet_submarine not in script_enum_equipment_bonus_type
[23:03:56][no_game_date][common/doctrines/subdoctrines/sea/navy_submarine_doctrines.txt:363]: Value does not belong to designated Script EnumType: ship_hull_cruiser_submarine not in script_enum_equipment_bonus_type
[23:03:56][no_game_date][common/doctrines/subdoctrines/sea/navy_submarine_doctrines.txt:368]: Value does not belong to designated Script EnumType: ship_hull_carrier_submarine not in script_enum_equipment_bonus_type
[23:03:56][no_game_date][common/doctrines/subdoctrines/sea/navy_submarine_doctrines.txt:376]: Value does not belong to designated Script EnumType: ship_hull_fleet_submarine not in script_enum_equipment_bonus_type
[23:03:56][no_game_date][common/doctrines/subdoctrines/sea/navy_submarine_doctrines.txt:380]: Value does not belong to designated Script EnumType: ship_hull_cruiser_submarine not in script_enum_equipment_bonus_type
[23:03:56][no_game_date][common/doctrines/subdoctrines/sea/navy_submarine_doctrines.txt:384]: Value does not belong to designated Script EnumType: ship_hull_carrier_submarine not in script_enum_equipment_bonus_type
[23:03:56][no_game_date][trigger.cpp:700]: Invalid trigger 'WTT_is_chinese_country' in common/collections/collections.txt line : 127
[23:03:56][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: WTT_is_chinese_country, near line: 127" in file: "common/collections/collections.txt" near line: 128
[23:03:56][no_game_date][trigger.cpp:700]: Invalid trigger 'CHI_northern_mandate_states' in common/collections/collections.txt line : 586
[23:03:56][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: CHI_northern_mandate_states, near line: 586" in file: "common/collections/collections.txt" near line: 587
[23:03:56][no_game_date][trigger.cpp:700]: Invalid trigger 'CHI_southern_mandate_states' in common/collections/collections.txt line : 596
[23:03:56][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: CHI_southern_mandate_states, near line: 596" in file: "common/collections/collections.txt" near line: 597
[23:03:56][no_game_date][trigger.cpp:700]: Invalid trigger 'CHI_greater_game_states' in common/collections/collections.txt line : 606
[23:03:56][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: CHI_greater_game_states, near line: 606" in file: "common/collections/collections.txt" near line: 607
[23:03:57][no_game_date][pdx_parser.h:1178]: Error: "Unexpected token: type, near line: 75" in file: "common/raids/air_raids.txt" near line: 75
[23:03:57][no_game_date][pdx_parser.h:1178]: Error: "Unexpected token: type, near line: 324" in file: "common/raids/air_raids.txt" near line: 324
[23:03:57][no_game_date][pdx_parser.h:1178]: Error: "Unexpected token: type, near line: 571" in file: "common/raids/air_raids.txt" near line: 571
[23:03:57][no_game_date][pdx_parser.h:1178]: Error: "Unexpected token: type, near line: 893" in file: "common/raids/air_raids.txt" near line: 893
[23:03:57][no_game_date][pdx_parser.h:1178]: Error: "Unexpected token: type, near line: 1133" in file: "common/raids/air_raids.txt" near line: 1133
[23:03:57][no_game_date][pdx_parser.h:1178]: Error: "Unexpected token: type, near line: 1359" in file: "common/raids/air_raids.txt" near line: 1359
[23:03:57][no_game_date][trigger.cpp:700]: Invalid trigger 'is_literally_china' in common/raids/land_infiltration_custom.txt line : 1114
[23:03:57][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: is_literally_china, near line: 1114" in file: "common/raids/land_infiltration_custom.txt" near line: 1116
[23:03:57][no_game_date][pdx_parser.h:1178]: Error: "Unexpected token: type, near line: 81" in file: "common/raids/nuclear_raids.txt" near line: 81
[23:03:57][no_game_date][pdx_parser.h:1178]: Error: "Unexpected token: type, near line: 97" in file: "common/raids/paratrooper_raids.txt" near line: 97
[23:03:57][no_game_date][pdx_parser.h:1178]: Error: "Unexpected token: type, near line: 376" in file: "common/raids/paratrooper_raids.txt" near line: 376
[23:03:57][no_game_date][raid_database.cpp:361]: Missing raid category 'land_infiltration_raids' referenced by raid type 'PRC_weapons_depot_raid'
[23:03:57][no_game_date][raid_database.cpp:361]: Missing raid category 'land_infiltration_raids' referenced by raid type 'PRC_probe_border_defenses_raid'
[23:03:57][no_game_date][raid_database.cpp:361]: Missing raid category 'land_infiltration_raids' referenced by raid type 'CHI_great_wall_raid_land'
[23:03:57][no_game_date][map.cpp:1779]: Province 11874 has TOO LARGE BOX. Perhaps pixels are spread around the world in provinces.bmp
[23:03:57][no_game_date][map.cpp:1791]: Province 12259 has only 4 pixels around (x=1894,y=1740). Should have at least 8
[23:03:57][no_game_date][map.cpp:1779]: Province 20847 has TOO LARGE BOX. Perhaps pixels are spread around the world in provinces.bmp
[23:03:57][no_game_date][map.cpp:1779]: Province 20850 has TOO LARGE BOX. Perhaps pixels are spread around the world in provinces.bmp
[23:03:57][no_game_date][map.cpp:1779]: Province 20851 has TOO LARGE BOX. Perhaps pixels are spread around the world in provinces.bmp
[23:03:57][no_game_date][map.cpp:1779]: Province 20852 has TOO LARGE BOX. Perhaps pixels are spread around the world in provinces.bmp
[23:03:57][no_game_date][map.cpp:1779]: Province 20853 has TOO LARGE BOX. Perhaps pixels are spread around the world in provinces.bmp
[23:03:57][no_game_date][map.cpp:1779]: Province 20854 has TOO LARGE BOX. Perhaps pixels are spread around the world in provinces.bmp
[23:03:57][no_game_date][map.cpp:1779]: Province 20855 has TOO LARGE BOX. Perhaps pixels are spread around the world in provinces.bmp
[23:03:57][no_game_date][map.cpp:1779]: Province 20856 has TOO LARGE BOX. Perhaps pixels are spread around the world in provinces.bmp
[23:03:57][no_game_date][map.cpp:1779]: Province 20857 has TOO LARGE BOX. Perhaps pixels are spread around the world in provinces.bmp
[23:03:57][no_game_date][map.cpp:1779]: Province 20858 has TOO LARGE BOX. Perhaps pixels are spread around the world in provinces.bmp
[23:03:57][no_game_date][map.cpp:1779]: Province 20859 has TOO LARGE BOX. Perhaps pixels are spread around the world in provinces.bmp
[23:03:57][no_game_date][map.cpp:1779]: Province 20860 has TOO LARGE BOX. Perhaps pixels are spread around the world in provinces.bmp
[23:03:57][no_game_date][map.cpp:1779]: Province 20861 has TOO LARGE BOX. Perhaps pixels are spread around the world in provinces.bmp
[23:03:57][no_game_date][map.cpp:1779]: Province 20862 has TOO LARGE BOX. Perhaps pixels are spread around the world in provinces.bmp
[23:03:57][no_game_date][map.cpp:1779]: Province 20863 has TOO LARGE BOX. Perhaps pixels are spread around the world in provinces.bmp
[23:03:57][no_game_date][map.cpp:1779]: Province 20864 has TOO LARGE BOX. Perhaps pixels are spread around the world in provinces.bmp
[23:03:57][no_game_date][map.cpp:1779]: Province 20865 has TOO LARGE BOX. Perhaps pixels are spread around the world in provinces.bmp
[23:03:57][no_game_date][trigger.cpp:700]: Invalid trigger 'ai_has_completed_army_doctrine' in common/technologies/special_forces_doctrine.txt line : 68
[23:03:57][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: ai_has_completed_army_doctrine, near line: 68" in file: "common/technologies/special_forces_doctrine.txt" near line: 68
[23:03:57][no_game_date][trigger.cpp:700]: Invalid trigger 'ai_has_completed_naval_doctrine' in common/technologies/special_forces_doctrine.txt line : 499
[23:03:57][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: ai_has_completed_naval_doctrine, near line: 499" in file: "common/technologies/special_forces_doctrine.txt" near line: 499
[23:03:57][no_game_date][trigger.cpp:700]: Invalid trigger 'ai_has_completed_air_doctrine' in common/technologies/special_forces_doctrine.txt line : 1037
[23:03:57][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: ai_has_completed_air_doctrine, near line: 1037" in file: "common/technologies/special_forces_doctrine.txt" near line: 1037
[23:03:57][no_game_date][technologytemplate.cpp:791]: Technology "concentrated_industry6" has two more outgoing xor paths in folder "industry_folder", only the first will be shown as XOR in the tree
[23:03:57][no_game_date][technologytemplate.cpp:791]: Technology "concentrated_industry8" has two more outgoing xor paths in folder "industry_folder", only the first will be shown as XOR in the tree
[23:03:57][no_game_date][trigger.cpp:700]: Invalid trigger 'is_chinese_warlord' in common/autonomous_states/sea_integrated_warlord_subject.txt line : 48
[23:03:57][no_game_date][trigger.cpp:700]: Invalid trigger 'is_literally_china' in common/autonomous_states/sea_integrated_warlord_subject.txt line : 50
[23:03:57][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: is_chinese_warlord, near line: 48
Unknown trigger-type: is_literally_china, near line: 50" in file: "common/autonomous_states/sea_integrated_warlord_subject.txt" near line: 51
[23:03:57][no_game_date][trigger.cpp:700]: Invalid trigger 'is_chinese_warlord' in common/autonomous_states/sea_warlord_subject.txt line : 48
[23:03:57][no_game_date][trigger.cpp:700]: Invalid trigger 'is_literally_china' in common/autonomous_states/sea_warlord_subject.txt line : 50
[23:03:57][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: is_chinese_warlord, near line: 48
Unknown trigger-type: is_literally_china, near line: 50" in file: "common/autonomous_states/sea_warlord_subject.txt" near line: 51
[23:03:57][no_game_date][trigger.cpp:700]: Invalid trigger 'NOR_AAT' in common/ideas/army_spirits.txt line : 286
[23:03:57][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: NOR_AAT, near line: 286" in file: "common/ideas/army_spirits.txt" near line: 287
[23:03:57][no_game_date][persistent.cpp:66]: Error: "Unknown modifier: unit_ranger_battalion_design_cost_factor, near line: 579" in file: "common/ideas/army_spirits.txt" near line: 579
[23:03:57][no_game_date][trigger.cpp:700]: Invalid trigger 'GER' in common/ideas/army_spirits.txt line : 833
[23:03:57][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: GER, near line: 833" in file: "common/ideas/army_spirits.txt" near line: 834
[23:03:57][no_game_date][persistent.cpp:66]: Error: "Unknown modifier: ship_hull_cruiser_design_cost_factor, near line: 265" in file: "common/ideas/navy_spirits.txt" near line: 265
[23:03:57][no_game_date][persistent.cpp:66]: Error: "Unknown modifier: ship_hull_heavy_design_cost_factor, near line: 363" in file: "common/ideas/navy_spirits.txt" near line: 363
[23:03:58][no_game_date][trigger.cpp:700]: Invalid trigger 'WTT_is_chinese_country' in common/factions/rules/joining_rules.txt line : 902
[23:03:58][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: WTT_is_chinese_country, near line: 902" in file: "common/factions/rules/joining_rules.txt" near line: 903
[23:03:58][no_game_date][trigger.cpp:700]: Invalid trigger 'WTT_is_chinese_country' in common/factions/rules/joining_rules.txt line : 922
[23:03:58][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: WTT_is_chinese_country, near line: 922" in file: "common/factions/rules/joining_rules.txt" near line: 923
[23:03:58][no_game_date][trigger.cpp:700]: Invalid trigger 'land_facility' in common/factions/goals/faction_goals_short_term.txt line : 223
[23:03:58][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: land_facility, near line: 223" in file: "common/factions/goals/faction_goals_short_term.txt" near line: 224
[23:03:58][no_game_date][trigger.cpp:700]: Invalid trigger 'naval_facility' in common/factions/goals/faction_goals_short_term.txt line : 236
[23:03:58][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: naval_facility, near line: 236" in file: "common/factions/goals/faction_goals_short_term.txt" near line: 237
[23:03:58][no_game_date][trigger.cpp:700]: Invalid trigger 'air_facility' in common/factions/goals/faction_goals_short_term.txt line : 249
[23:03:58][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: air_facility, near line: 249" in file: "common/factions/goals/faction_goals_short_term.txt" near line: 250
[23:03:58][no_game_date][trigger.cpp:700]: Invalid trigger 'land_facility' in common/factions/goals/faction_goals_short_term.txt line : 265
[23:03:58][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: land_facility, near line: 265" in file: "common/factions/goals/faction_goals_short_term.txt" near line: 266
[23:03:58][no_game_date][trigger.cpp:700]: Invalid trigger 'naval_facility' in common/factions/goals/faction_goals_short_term.txt line : 278
[23:03:58][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: naval_facility, near line: 278" in file: "common/factions/goals/faction_goals_short_term.txt" near line: 279
[23:03:58][no_game_date][trigger.cpp:700]: Invalid trigger 'air_facility' in common/factions/goals/faction_goals_short_term.txt line : 291
[23:03:58][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: air_facility, near line: 291" in file: "common/factions/goals/faction_goals_short_term.txt" near line: 292
